Date;Temperature;Relative Humidity;Dew Point;Rain
2019-07-06 11:20:00;16.71;085.22;14.23;00.00
2019-07-06 11:25:00;16.88;083.74;14.13;00.00
2019-07-06 11:30:00;17.16;081.10;13.91;00.00
2019-07-06 11:35:00;17.18;082.63;14.22;00.00
2019-07-06 11:40:00;16.62;083.04;13.75;00.00
2019-07-06 11:45:00;16.24;086.83;14.06;00.00
2019-07-06 11:50:00;16.45;087.66;14.42;00.00
2019-07-06 11:55:00;16.64;089.84;14.99;00.20
2019-07-06 12:00:00;17.65;085.99;15.30;00.00
2019-07-06 12:05:00;18.34;082.22;15.27;00.00
2019-07-06 12:10:00;18.72;079.40;15.11;00.00
2019-07-06 12:15:00;17.84;083.18;14.97;00.00
2019-07-06 12:20:00;17.16;087.79;15.14;00.00
2019-07-06 12:25:00;17.35;087.02;15.19;00.00
2019-07-06 12:30:00;18.68;081.94;15.55;00.00
2019-07-06 12:35:00;19.26;077.64;15.28;00.00
2019-07-06 12:40:00;19.82;077.69;15.83;00.00
2019-07-06 12:45:00;20.16;076.31;15.88;00.00
2019-07-06 12:50:00;20.25;075.61;15.82;00.00
2019-07-06 12:55:00;20.65;073.08;15.68;00.00
2019-07-06 13:00:00;20.74;071.24;15.36;00.00
2019-07-06 13:05:00;20.50;073.47;15.62;00.00
2019-07-06 13:10:00;20.31;071.83;15.08;00.00
2019-07-06 13:15:00;20.31;068.76;14.40;00.00
2019-07-06 13:20:00;20.31;070.61;14.82;00.00
2019-07-06 13:25:00;21.92;066.90;15.51;00.00
2019-07-06 13:30:00;23.49;062.51;15.94;00.00
2019-07-06 13:35:00;21.32;060.59;13.41;00.00
2019-07-06 13:40:00;22.58;058.48;14.05;00.00
2019-07-06 13:45:00;21.28;056.25;12.23;00.00
2019-07-06 13:50:00;20.27;059.30;12.09;00.00
2019-07-06 13:55:00;20.22;061.09;12.50;00.00
2019-07-06 14:00:00;19.50;062.99;12.28;00.00
2019-07-06 14:05:00;19.35;063.59;12.28;00.00
2019-07-06 14:10:00;19.67;063.16;12.49;00.00
2019-07-06 14:15:00;20.12;062.44;12.74;00.00
2019-07-06 14:20:00;19.45;065.30;12.79;00.00
2019-07-06 14:25:00;19.77;065.04;13.04;00.00
2019-07-06 14:30:00;20.33;063.59;13.22;00.00
2019-07-06 14:35:00;20.22;062.72;12.91;00.00
2019-07-06 14:40:00;20.70;062.94;13.41;00.00
2019-07-06 14:45:00;20.63;062.47;13.23;00.00
2019-07-06 14:50:00;20.46;063.92;13.42;00.00
2019-07-06 14:55:00;20.57;062.49;13.17;00.00
2019-07-06 15:00:00;20.46;063.49;13.32;00.00
2019-07-06 15:05:00;20.48;061.91;12.95;00.00
2019-07-06 15:10:00;20.42;062.45;13.02;00.00
2019-07-06 15:15:00;19.97;062.18;12.53;00.00
2019-07-06 15:20:00;19.97;062.51;12.61;00.00
2019-07-06 15:25:00;20.14;062.02;12.65;00.00
2019-07-06 15:30:00;20.31;062.32;12.89;00.00
2019-07-06 15:35:00;20.57;061.07;12.82;00.00
2019-07-06 15:40:00;20.78;060.34;12.84;00.00
2019-07-06 15:45:00;21.02;060.24;13.04;00.00
2019-07-06 15:50:00;20.93;058.78;12.58;00.00
2019-07-06 15:55:00;20.74;060.29;12.79;00.00
2019-07-06 16:00:00;20.57;060.43;12.66;00.00
2019-07-06 16:05:00;20.40;060.95;12.63;00.00
2019-07-06 16:10:00;20.40;060.56;12.53;00.00
2019-07-06 16:15:00;20.46;060.76;12.64;00.00
2019-07-06 16:20:00;20.42;061.99;12.91;00.00
2019-07-06 16:25:00;20.40;060.90;12.62;00.00
2019-07-06 16:30:00;20.40;061.25;12.71;00.00
2019-07-06 16:35:00;20.40;060.81;12.59;00.00
2019-07-06 16:40:00;20.31;061.03;12.57;00.00
2019-07-06 16:45:00;20.25;061.44;12.61;00.00
2019-07-06 16:50:00;20.20;061.31;12.54;00.00
2019-07-06 16:55:00;19.45;066.28;13.02;00.00
2019-07-06 17:00:00;19.60;066.22;13.15;00.00
2019-07-06 17:05:00;18.42;073.63;13.65;00.00
2019-07-06 17:10:00;17.24;079.04;13.59;00.00
2019-07-06 17:15:00;16.02;087.07;13.89;00.20
2019-07-06 17:20:00;15.93;089.86;14.29;00.00
2019-07-06 17:25:00;15.89;091.76;14.57;00.20
2019-07-06 17:30:00;16.02;092.86;14.89;00.00
2019-07-06 17:35:00;16.13;093.42;15.08;00.20
2019-07-06 17:40:00;16.28;094.18;15.36;00.00
2019-07-06 17:45:00;16.26;094.40;15.37;00.00
2019-07-06 17:50:00;16.19;094.24;15.28;00.20
2019-07-06 17:55:00;16.19;095.30;15.46;00.00
2019-07-06 18:00:00;16.15;095.01;15.37;00.20
2019-07-06 18:05:00;16.04;095.60;15.36;00.20
2019-07-06 18:10:00;16.06;095.56;15.37;00.00
2019-07-06 18:15:00;16.13;096.08;15.52;00.20
2019-07-06 18:20:00;16.15;096.38;15.59;00.20
2019-07-06 18:25:00;16.13;096.44;15.58;00.20
2019-07-06 18:30:00;16.02;096.72;15.52;00.20
2019-07-06 18:35:00;16.06;096.95;15.60;00.00
2019-07-06 18:40:00;16.08;097.09;15.64;00.20
2019-07-06 18:45:00;16.06;096.90;15.59;00.20
2019-07-06 18:50:00;15.93;096.52;15.40;00.20
2019-07-06 18:55:00;15.89;096.71;15.39;00.20
2019-07-06 19:00:00;15.87;096.43;15.32;00.00
2019-07-06 19:05:00;15.83;096.26;15.25;00.00
2019-07-06 19:10:00;15.78;096.70;15.28;00.00
2019-07-06 19:15:00;15.83;097.33;15.43;00.00
2019-07-06 19:20:00;15.85;097.36;15.45;00.00
2019-07-06 19:25:00;15.85;097.14;15.42;00.20
2019-07-06 19:30:00;15.78;097.18;15.36;00.00
2019-07-06 19:35:00;15.78;097.15;15.35;00.00
2019-07-06 19:40:00;15.70;096.69;15.19;00.00
2019-07-06 19:45:00;15.83;096.82;15.34;00.00
2019-07-06 19:50:00;15.96;096.40;15.40;00.00
2019-07-06 19:55:00;15.93;096.23;15.35;00.00
2019-07-06 20:00:00;15.93;095.34;15.21;00.00
2019-07-06 20:05:00;15.85;095.55;15.16;00.00
2019-07-06 20:10:00;15.78;095.38;15.07;00.00
2019-07-06 20:15:00;15.68;095.50;14.98;00.00
2019-07-06 20:20:00;15.53;095.97;14.91;00.00
2019-07-06 20:25:00;15.48;095.19;14.74;00.00
2019-07-06 20:30:00;15.42;095.45;14.72;00.00
2019-07-06 20:35:00;15.42;094.98;14.64;00.00
2019-07-06 20:40:00;15.38;095.35;14.66;00.00
2019-07-06 20:45:00;15.36;095.71;14.69;00.00
2019-07-06 20:50:00;15.25;096.24;14.67;00.00
2019-07-06 20:55:00;15.23;095.70;14.56;00.00
2019-07-06 21:00:00;15.16;095.53;14.47;00.00
2019-07-06 21:05:00;15.10;095.47;14.40;00.00
2019-07-06 21:10:00;15.08;095.22;14.34;00.00
2019-07-06 21:15:00;15.03;094.73;14.21;00.00
2019-07-06 21:20:00;15.03;094.98;14.25;00.00
2019-07-06 21:25:00;15.08;095.24;14.34;00.00
2019-07-06 21:30:00;14.95;095.63;14.27;00.00
2019-07-06 21:35:00;14.88;095.34;14.16;00.00
2019-07-06 21:40:00;14.84;095.22;14.10;00.00
2019-07-06 21:45:00;14.82;094.84;14.02;00.00
2019-07-06 21:50:00;14.71;095.03;13.94;00.00
2019-07-06 21:55:00;14.63;094.98;13.85;00.00
2019-07-06 22:00:00;14.60;094.51;13.75;00.00
2019-07-06 22:05:00;14.50;094.28;13.61;00.00
2019-07-06 22:10:00;14.48;093.60;13.47;00.00
2019-07-06 22:15:00;14.43;093.23;13.37;00.00
2019-07-06 22:20:00;14.33;094.06;13.40;00.00
2019-07-06 22:25:00;14.22;094.75;13.41;00.00
2019-07-06 22:30:00;14.11;094.32;13.23;00.00
2019-07-06 22:35:00;13.92;095.37;13.21;00.00
2019-07-06 22:45:00;13.90;096.00;13.29;00.00
2019-07-06 22:50:00;13.62;095.27;12.89;00.00
2019-07-06 22:55:00;13.47;093.82;12.51;00.00
2019-07-06 23:00:00;13.23;090.73;11.76;00.00
2019-07-06 23:05:00;12.89;090.59;11.40;00.00
2019-07-06 23:10:00;12.89;087.89;10.94;00.00
2019-07-06 23:15:00;12.52;089.92;10.93;00.00
2019-07-06 23:20:00;12.33;090.33;10.81;00.00
2019-07-06 23:25:00;12.25;090.28;10.71;00.00
2019-07-06 23:30:00;11.97;091.66;10.66;00.00
2019-07-06 23:35:00;11.90;091.86;10.63;00.00
2019-07-06 23:40:00;11.64;093.16;10.59;00.00
2019-07-06 23:45:00;11.69;092.56;10.54;00.00
2019-07-06 23:50:00;11.79;091.46;10.46;00.00
2019-07-06 23:55:00;11.64;091.98;10.40;00.00
2019-07-07 00:00:00;11.47;092.30;10.28;00.00
2019-07-07 00:05:00;11.39;092.65;10.25;00.00
2019-07-07 00:10:00;11.19;092.97;10.11;00.00
2019-07-07 00:15:00;11.67;091.09;10.27;00.00
2019-07-07 00:20:00;11.86;089.77;10.25;00.00
2019-07-07 00:30:00;11.90;089.82;10.30;00.00
2019-07-07 00:35:00;12.03;089.38;10.35;00.00
2019-07-07 00:40:00;11.99;089.84;10.38;00.00
2019-07-07 00:45:00;12.01;089.74;10.39;00.00
2019-07-07 00:50:00;11.79;090.73;10.34;00.00
2019-07-07 00:55:00;11.69;091.27;10.33;00.00
2019-07-07 01:00:00;11.62;090.49;10.13;00.00
2019-07-07 01:05:00;11.54;090.83;10.10;00.00
2019-07-07 01:10:00;11.54;091.39;10.20;00.00
2019-07-07 01:15:00;11.88;089.63;10.24;00.00
2019-07-07 01:20:00;11.90;089.75;10.29;00.00
2019-07-07 01:30:00;11.67;089.57;10.02;00.00
2019-07-07 01:35:00;11.71;089.87;10.11;00.00
2019-07-07 01:40:00;11.73;090.09;10.17;00.00
2019-07-07 01:45:00;11.73;090.14;10.18;00.00
2019-07-07 01:50:00;11.77;090.11;10.22;00.00
2019-07-07 01:55:00;11.60;090.85;10.17;00.00
2019-07-07 02:00:00;11.54;091.08;10.14;00.00
2019-07-07 02:05:00;11.56;090.86;10.13;00.00
2019-07-07 02:10:00;11.52;089.92;09.93;00.00
2019-07-07 02:15:00;11.54;089.86;09.94;00.00
2019-07-07 02:20:00;11.13;091.03;09.73;00.00
2019-07-07 02:25:00;10.74;092.23;09.54;00.00
2019-07-07 02:30:00;10.42;092.82;09.32;00.00
2019-07-07 02:40:00;10.57;091.76;09.30;00.00
2019-07-07 02:45:00;10.25;092.57;09.11;00.00
2019-07-07 02:50:00;10.16;092.97;09.09;00.00
2019-07-07 02:55:00;10.08;093.60;09.11;00.00
2019-07-07 03:00:00;10.23;093.15;09.18;00.00
2019-07-07 03:05:00;10.38;092.73;09.26;00.00
2019-07-07 03:10:00;10.36;092.89;09.27;00.00
2019-07-07 03:15:00;10.34;092.87;09.24;00.00
2019-07-07 03:20:00;10.46;092.28;09.28;00.00
